Marine Recreational Information Program Query Results

Your Query Parameters:

·Query: MRIP CATCH TIME SERIES

·Year: 1981 - 2018

·Wave: BY WAVE

·Geographic Area: NORTH ATLANTIC BY STATE

·Species: SUMMER FLOUNDER                                                                                                                                                                                         

·Fishing Mode: ALL MODES BY MODE

·Fishing Area: ALL AREAS BY AREA

·Type of Catch: TOTAL CATCH (TYPE A + B1 + B2)

Information:

·NUMBERS OF FISH

PSE (proportional standard error) is automatically included in all outputs. It expresses the standard error of an estimate as a percentage of the estimate and is a

measure of precision.

The following cases have been excluded from results below due to insufficient sample sizes:

CT-2013-CHARTER                           ,RI-2013-CHARTER                           ,CT-2014-CHARTER                           ,CT-2015-CHARTER                           ,

Estimates replaced by a * indicates all estimates excluded.

Estimates including these cases are available by running this query at the annual level.

"Estimate Status","Year","Wave","State","Common Name","Fishing Mode","Fishing Area","Total Catch (A+B1+B2)","PSE"
"FINAL",1996,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",87189,25.9
"FINAL",1996,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",59434,28.2
"FINAL",1996,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",8460,100.3
"FINAL",1996,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",958,101.5
"FINAL",1996,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",851,102.8
"FINAL",1996,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",9566,71.3
"FINAL",1996,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",57773,52.6
"FINAL",1996,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",266,92.8
"FINAL",1996,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",14483,32.2
"FINAL",1996,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1950,103.7
"FINAL",1996,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",11227,51.1
"FINAL",1996,"NOVEMBER/DECEMBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",585,99.1
"FINAL",1997,"MARCH/APRIL","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",382,100
"FINAL",1997,"MARCH/APRIL","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",6041,85.1
"FINAL",1997,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",50840,95.8
"FINAL",1997,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",8165,72.2
"FINAL",1997,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",113003,26.5
"FINAL",1997,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",38363,73.1
"FINAL",1997,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",1027,88.2
"FINAL",1997,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",234007,87.4
"FINAL",1997,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",34782,60.9
"FINAL",1997,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",4860,100.6
"FINAL",1997,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",135800,26.8
"FINAL",1997,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",11123,64.1
"FINAL",1997,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",41989,38.7
"FINAL",1997,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",257333,81.7
"FINAL",1997,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",650265,21.1
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",19605,59
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",52606,66.2
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",459,81.8
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",115593,41.8
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",5301,71.8
"FINAL",1997,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",264233,41.1
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",12766,65.3
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",13185,58.1
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",9532,63.6
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",1493,83.2
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",491944,19.5
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",56801,39.4
"FINAL",1997,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",185719,26
"FINAL",1997,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",8798,55.9
"FINAL",1997,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",185437,29.7
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",51674,56.8
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",39362,70.8
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",104,100.3
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",57,86.4
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",10474,61.3
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",455,101.8
"FINAL",1997,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",23912,47.8
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",4426,91.6
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",5306,58.5
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",60,101.2
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",199,88.7
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",46304,46.5
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",18424,84.8
"FINAL",1997,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",8115,73
"FINAL",1997,"NOVEMBER/DECEMBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",2591,95.2
"FINAL",1997,"NOVEMBER/DECEMBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",923,90.6
"FINAL",1997,"NOVEMBER/DECEMBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",584,87.6
"FINAL",1998,"MARCH/APRIL","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1722,101.6
"FINAL",1998,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",188,99.2
"FINAL",1998,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",284291,27.6
"FINAL",1998,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",1587,100.5
"FINAL",1998,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",508,105
"FINAL",1998,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",67117,81.9
"FINAL",1998,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",9323,71.7
"FINAL",1998,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",197977,48.9
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",60386,62.5
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",20003,77.6
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",10079,88.7
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",4644,86.5
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",319247,24.9
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",32710,70.5
"FINAL",1998,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",47111,44.7
"FINAL",1998,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",20911,58.3
"FINAL",1998,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",55,100.2
"FINAL",1998,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",509015,18.8
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",37026,78.2
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",15311,58.3
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",120,97.2
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",5635,76.2
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",62154,45.8
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",23076,53.7
"FINAL",1998,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",650914,26.5
"FINAL",1998,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",372,98.6
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",106656,43.5
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",96526,46.6
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",7047,58.8
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",177,77.7
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",451855,20.6
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",20272,49
"FINAL",1998,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",113753,30.1
"FINAL",1998,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",27647,59.9
"FINAL",1998,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",73958,35.7
"FINAL",1998,"SEPTEMBER/OCTOBER","MAINE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",1874,96.6
"FINAL",1998,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",82419,98.7
"FINAL",1998,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",10823,50.9
"FINAL",1998,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",495,92.6
"FINAL",1998,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",51733,62.6
"FINAL",1998,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",6152,55.9
"FINAL",1998,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",4026,77.5
"FINAL",1998,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",19603,34.9
"FINAL",1998,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",3677,82
"FINAL",1998,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",11421,53.8
"FINAL",1999,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",1620,97.5
"FINAL",1999,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",6204,75.6
"FINAL",1999,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",431952,29.6
"FINAL",1999,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",42485,79.8
"FINAL",1999,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",47,104.2
"FINAL",1999,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",2559,68.8
"FINAL",1999,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",4586,60.4
"FINAL",1999,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",397936,48.8
"FINAL",1999,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",732,65.9
"FINAL",1999,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",268,101.7
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",4356,74.6
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",3382,79
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",1031,86.9
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",212902,27.9
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",27443,70.5
"FINAL",1999,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",95923,55.4
"FINAL",1999,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",23436,56.1
"FINAL",1999,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",198,100.5
"FINAL",1999,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",651982,19.9
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",61218,36.6
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",3200,99.1
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",47,106.2
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",6979,98.5
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",13841,54.1
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",7203,100.4
"FINAL",1999,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",428488,34.3
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",156324,57
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",58705,41.4
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",11330,55.6
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",584,76.2
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",631633,23.1
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",48192,73
"FINAL",1999,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",174211,39.4
"FINAL",1999,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",14422,64.7
"FINAL",1999,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",2632,85.6
"FINAL",1999,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",160928,46.4
"FINAL",1999,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",3231,100.2
"FINAL",1999,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1369,98.6
"FINAL",1999,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",5704,69.4
"FINAL",1999,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",54965,83
"FINAL",1999,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",3479,55.3
"FINAL",1999,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",3194,100.7
"FINAL",1999,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",217383,69.5
"FINAL",1999,"NOVEMBER/DECEMBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",4,100.2
"FINAL",2000,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",3866,100.7
"FINAL",2000,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",6088,95.8
"FINAL",2000,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",14189,101.3
"FINAL",2000,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",532455,34.1
"FINAL",2000,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",8006,62.3
"FINAL",2000,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",23135,69.1
"FINAL",2000,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",2364,73.8
"FINAL",2000,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",294180,40.9
"FINAL",2000,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",435,102.1
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",173086,45.4
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",14624,46.9
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",8204,83.1
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",8149,84.1
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",1023392,17.9
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",25847,51.4
"FINAL",2000,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",73092,45.8
"FINAL",2000,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",35476,44.3
"FINAL",2000,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",3732,76.6
"FINAL",2000,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",27682,55.8
"FINAL",2000,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",669707,19.4
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",193696,73
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",14902,58.5
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",24,104.9
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",5172,90.7
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",4471,95.2
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",201968,40
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",38866,72.8
"FINAL",2000,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",459735,28.6
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",131742,35.2
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",23162,46.4
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",36453,56
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",6896,66.1
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",957563,18
